ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
3412|La Mesa Management Corporation|March|04/10/2009|09/30/2009|750.00|REDUCED|0.00|09/30/2009||
3414|Perry, Guthery, Haase & Gessford, PC, LLO|January|09/10/2009|09/21/2009|275.00|REDUCED|0.00|09/30/2009||
3415|Royal Development, Inc.|May|06/10/2009|09/18/2009|750.00|REDUCED|0.00|09/30/2009||
3416|Rutherford Investment Management|April|05/11/2009|09/25/2009|750.00|REDUCED|0.00|09/30/2009||
3417|Welch Law Firm, PC|April|05/11/2009|09/21/2009|750.00|REDUCED|0.00|09/30/2009||
3419|Hearthstone Homes, Inc.|August|09/10/2009|09/30/2009|500.00|REDUCED|0.00|10/02/2009||
3430|A T & T|January|11/10/2009|11/11/2009|25.00|REDUCED|0.00|12/03/2009||
3431|Altria Client Services, Inc. dba Philip Morris|October|11/10/2009|11/12/2009|50.00|PAID|||12/10/2009|
3432|Holdrege Education Association|September|10/12/2009|11/12/2009|750.00|REDUCED|0.00|11/19/2009||
3434|Dave Janke Plumbing Company, Inc.|October|11/10/2009|11/17/2009|175.00|REDUCED|0.00|12/03/2009||
3435|Midwest Renewable Energy, LLC|January|11/10/2009|11/25/2009|375.00|REDUCED|0.00|12/28/2009||
3116|Medico Insurance |January|12/10/2007|01/02/2008|575.00|RED/PAID|25.00|01/30/2008|01/25/2008|
3122|Cameron Townhomes|November|12/10/2007|01/07/2008|700.00|REDUCED||02/07/2008||
3123|Nasdaq Stock Market, Inc.|March|04/10/2007|02/01/2008|750.00|REDUCED||02/13/2008||
3130|ABCO Corporation|May|06/11/2007|02/22/2008|750.00|REDUCED|0.00|02/28/2008||
3131|Advance Services, Inc.|October|11/12/2007|02/22/2008|750.00|REDUCED|0.00|02/28/2008||
3132|Butch Michael Homes, Inc.|November|12/10/2007|02/22/2008|750.00|REDUCED|0.00|02/28/2008||
3133|D.C. Electric/Heartland Lighting, Inc.|January|11/12/2007|02/22/2008|750.00|RED/PAID|25.00|03/05/2008|03/04/2008|
3134|Engles, Ketcham, Olsen & Keith, PC|May|06/11/2007|02/19/2008|750.00|REDUCED|0.00|02/28/2008||
3135|Fraser Stryker, PC, LLC|November|12/10/2007|02/19/2008|750.00|REDUCED|0.00|02/28/2008||
3136|NE State Education Association-Capitol District|August|09/10/2006|02/19/2008|750.00|REDUCED|0.00|02/28/2008||
3137|Westside Community Schools Foundation|January|11/12/2007|01/11/2008|750.00|PAID|||06/16/2008|
3186|Thompson Realty Group, Inc.|January|02/11/2008|05/06/2008|750.00|RED/PAID|25.00|05/30/2008|05/28/2008|
3187|Western Insurers of NE|January|02/11/2008|05/08/2008|750.00|REDUCED|0.00|05/27/2008||
3188|Collabrative Industries, Inc.|April|05/12/2008|05/21/2008|225.00|REDUCED|0.00|05/29/2008||
3189|ACLU Nebraska|April|05/12/2008|05/20/2008|200.00|REDUCED|0.00|05/29/2008||
3363|Dornan, Lustgarten & Troia PC LLO|March|04/10/2009|05/27/2009|750.00|REDUCED|0.00|06/03/2009||
3191|Novartis|June|07/10/2007|02/11/2008|750.00|PAID|||06/02/2008|
3231|Power Computing, Inc.|May|06/10/2008|08/19/2008|750.00|REDUCED|0.00|08/28/2008||
3362|DICON Corporation|January|04/10/2009|05/27/2009|750.00|RED/PAID|25.00|06/10/2009|06/10/2009|
3364|FBG Service Corporation|April|05/11/2009|05/28/2009|425.00|REDUCED|0.00|06/03/2009||
3365|HWS Consulting Group, Inc.|April|05/11/2009|05/26/2009|375.00|REDUCED|0.00|06/03/2009||
3366|HWS Consulting Group, Inc.|April|05/11/2009|05/26/2009|375.00|REDUCED|0.00|06/03/2009||
3367|Jennifer W. Jerram PC LLO|April|05/11/2009|05/28/2009|425.00|REDUCED|0.00|06/03/2009||
3368|Kelley & Jerram, PC|April|05/11/2009|05/27/2009|400.00|PAID|||06/08/2009|
3369|Tiger Tom's Inc.|March|04/10/2009|05/26/2009|750.00|RED/PAID|25.00|08/28/2009|08/28/2009|
3379|Omaha Police Union Local 101|January|05/11/2009|07/02/2009|750.00|REDUCED|0.00|07/10/2009||
3385|Eschliman Commercial Real Estate|April|05/11/2009|07/20/2009|750.00|REDUCED|0.00|08/06/2009||
3386|Rent-A-Center, Inc.|March|04/10/2008|07/30/2009|750.00|RED/PAID|25.00|08/17/2009|08/17/2009|
3421|The Tie Yard of Omaha, Inc.|July|08/10/2009|09/23/2009|750.00|RED/PAID|25.00|10/05/2009|10/05/2009|
3413|Liberty Farms, Inc.|August|09/10/2009|09/25/2009|375.00|REDUCED|0.00|09/30/2009||
3407|NE Concrete Pipe Association|April|05/11/2009|09/29/2009|750.00|REDUCED|0.00|09/29/2009||
3408|NP Realty, Inc.|August|09/10/2009|09/23/2009|325.00|REDUCED|0.00|09/25/2009||
3409|Park Plaza Properties, Inc.|April|05/11/2009|09/23/2009|750.00|REDUCED|0.00|09/25/2009||
3420|The Tie Yard of Omaha, Inc.|April|05/11/2009|09/23/2009|750.00|REDUCED|0.00|10/05/2009||
3439|Ambassador Real Estate Co.|November|12/10/2009|12/14/2009|100.00|REDUCED|0.00|01/04/2010||
3440|Anderson Pharmacy|October|11/10/2009|12/21/2009|750.00|REDUCED|0.00|01/05/2010||
3441|NE Dental Association|October|11/10/2008|12/17/2009|750.00|REDUCED|0.00|01/07/2010||
3442|Thomas Land Company|September|10/12/2009|01/07/2010|750.00|REDUCED|0.00|01/07/2010||
3443|Rambo Associates, Inc.|November|12/10/2009|01/06/2010|675.00|REDUCED|0.00|01/11/2010||
3583|Jasper Stone Holdings, Inc.|January|06/10/2010|07/08/2010|700.00|REDUCED|0.00|07/21/2010||
3112|Check Into Cash|July|08/10/2007|11/13/2007|750.00|REDUCED|0.00|12/10/2007||
3113|The 409 Group, Inc.|January|09/10/2007|11/13/2007|750.00|RED/PAID|25.00|01/02/2008|12/31/2007|
3158|Blue Cross Blue Shield of NE|January|03/12/2007|03/26/2008|750.00|REDUCED|0.00|04/08/2008||
3160|Hillcrest Health Systems|December|01/10/2008|03/25/2008|750.00|REDUCED|0.00|04/08/2008||
3161|NP Dodge Company|September|10/10/2007|03/27/2008|750.00|REDUCED|0.00|04/08/2008||
3162|Altra, Inc.|May|06/11/2007|04/02/2008|750.00|REDUCED|0.00|04/14/2008||
3163|Douglas Theatre Company|February|03/12/2007|04/02/2008|750.00|REDUCED|0.00|04/14/2008||
3260|Duncan Aviation|June|07/10/2008|12/04/2008|750.00|RED/PAID|25.00|12/22/2008|12/22/2008|
3166|Pinnacle Bank|May|03/11/2007|03/21/2008|750.00|PAID|||04/10/2008|
3167|Pinnacle Bank|November|12/10/2007|03/21/2008|750.00|PAID|0.00||04/10/2008|
3168|Pinnacle Bank|August|09/10/2007|03/24/2008|750.00|PAID|||04/10/2008|
3170|R.L. Fauss Builders, Inc.|June|07/10/2007|03/31/2008|750.00|REDUCED|0.00|04/14/2008||
3199|Blue Cross Blue Shield of NE|January|06/10/2008|06/12/2008|50.00|RED/PAID|25.00|10/02/2008|10/01/2008|
3201|Rochester Armored Car Co., Inc.|January|03/10/2008|07/02/2008|750.00|REDUCED|0.00|07/23/2008||
3202|T F L, Inc.|May|06/11/2007|06/23/2008|750.00|REDUCED|0.00|07/14/2008||
3203|Better Business Equipment Co.|November|12/10/2007|06/23/2008|750.00|REDUCED|0.00|07/15/2008||
3204|C & A Industries, Inc.|January|02/11/2008|07/02/2008|750.00|REDUCED|0.00|07/15/2008||
3205|DICON Corporation|September|10/10/2007|06/24/2008|750.00|REDUCED|0.00|07/15/2008||
3207|Grand Island Radiology, Pc|March|04/10/2008|06/11/2008|750.00|REDUCED|0.00|07/15/2008||
3208|Kaschke Co.|January|03/10/2008|06/11/2008|750.00|PAID|||07/25/2008|
3209|Lund-Ross Constructors, Inc.|October|11/12/2007|06/25/2008|750.00|REDUCED|0.00|07/15/2008||
3210|Michaels at the Market, Inc.|March|04/10/2007|06/24/2008|750.00|REDUCED|0.00|07/15/2008||
3211|Oakview Construction|October|11/12/2007|06/30/2008|750.00|REDUCED|0.00|07/15/2008||
3212|Senior Market Sales, Inc.|December|01/10/2008|07/03/2008|750.00|REDUCED|0.00|07/15/2008||
3230|O'Dell Electric, Inc.|January|02/11/2008|08/19/2008|750.00|REDUCED|0.00|08/28/2008||
3271|News Corporation|November|12/10/2008|12/15/2008|125.00|REDUCED|0.00|12/30/2008||
3299|NE Dental Association|October|11/10/2008|03/12/2009|750.00|REDUCED|0.00|03/19/2009||
3382|Kelley & Jerram, PC|April|05/11/2009|07/13/2009|750.00|PAID|||07/31/2009|
3387|Ag Processing, Inc.|April|05/11/2009|08/14/2009|750.00|REDUCED|0.00|08/25/2009||
3388|All Makes Office Equipment|May|06/10/2009|08/12/2009|750.00|REDUCED|0.00|08/24/2009||
3389|Ballantyne Strong, Inc.|April|04/10/2009|08/10/2009|750.00|RED/PAID|25.00|09/09/2009|09/09/2009|
3390|BMAKK Corporation|January|07/10/2009|08/19/2009|750.00|PAID|||10/22/2009|
3391|Diageo North America, Inc.|March|04/10/2009|08/03/2009|750.00|REDUCED|0.00|08/24/2009||
3392|FBG Service Corporation|April|05/11/2009|08/06/2009|750.00|RED/PAID|25.00|09/01/2009|09/01/2009|
3393|Greenlake Management Corp|May|06/10/2009|08/10/2009|750.00|REDUCED|0.00|08/24/2009||
3394|Intel Corporation|July|08/11/2008|08/12/2009|750.00|PAID|0.00||09/14/2009|
3395|Intel Corporation|April|05/11/2009|08/12/2009|750.00|REDUCED|0.00|09/14/2009||
3396|Law Offices of Matthew Lathrop, PC, LLO|May|06/10/2009|08/10/2009|750.00|REDUCED|0.00|08/24/2009||
3397|Metropolitan Hospitality Association|May|06/10/2009|08/07/2009|750.00|REDUCED|0.00|08/24/2009||
3398|M.J.A. Trucking, LLC|July|08/10/2009|08/19/2009|225.00|REDUCED|0.00|08/25/2009||
3399|Platte County Ambulance Co.|April|05/11/2009|08/07/2009|750.00|RED/PAID|25.00|08/31/2009|08/31/2009|
3400|Sonny Gerber Auto Sales, Inc.|April|05/11/2009|08/04/2009|750.00|REDUCED|0.00|08/24/2009||
3401|Wal-Mart Stores, Inc.|February|03/10/2008|08/11/2008|750.00|REDUCED|0.00|12/20/2010||
3418|Hearthstone Homes, Inc.|March|04/10/2009|09/30/2009|750.00|REDUCED|0.00|10/02/2009||
3437|A T & T|September|10/10/2008|11/30/2008|750.00|REDUCED|0.00|12/10/2009||
3438|A T & T|January|02/10/2009|12/01/2009|750.00|REDUCED|0.00|12/10/2009||
3447|Tab Holding Company dba Tab Construction|December|01/11/2010|01/22/2010|275.00|REDUCED|0.00|01/29/2010||
3579|Brenneis Insurance Agency, Inc.|April|05/10/2010|07/02/2010|750.00|REDUCED|0.00|07/09/2010||
3580|Electronic Contracting Company|May|06/10/2010|06/22/2010|300.00|REDUCED|0.00|07/06/2010||
3581|General Service Bureau, Inc|February|03/10/2010|07/01/2010|750.00|REDUCED|0.00|07/09/2010||
3582|Sapp Bros. Travel Centers, Inc.|March|04/12/2010|07/02/2010|750.00|REDUCED|0.00|07/09/2010||
3090|Nebraska Book Company|January|05/10/2007|07/16/2007|750.00|REDUCED|0.00|08/01/2007||
3091|Novartis Corporation|January|04/10/2007|07/26/2007|750.00|PAID|||06/02/2008|
3117|Christopher Geary's Shaolin Kempo Karate, Inc.|July|08/10/2007|01/07/2008|750.00|REDUCED|0.00|01/18/2008||
3118|Christopher Geary's shaolin kempo karate, inc|January|11/12/2007|01/07/2008|750.00|REDUCED|0.00|01/18/2008||
3795|DLR Group, Inc.|October|11/10/2011|11/14/2011|100.00|PAID|||02/02/2012|
3796|M.E. Group, Inc.|October|11/10/2011|11/16/2011|150.00|PAID|||03/27/2012|
3807|Cox Communications|February|03/10/2011|02/22/2012|750.00|PAID|||04/16/2012|
3808|DLR Group, Inc.|October|11/10/2011|02/02/2012|750.00|PAID|||03/27/2012|
3821|Prudential Ambassador Real Estate|March|04/11/2011|03/13/2012|750.00|REDUCED|0.00|03/28/2012||
3822|Sabre Holdings|November|12/12/2011|03/21/2012|750.00|REDUCED|0.00|03/30/2012||
3831|Hampton Enterprises, Inc.|March|04/10/2012|04/12/2012|50.00|REDUCED|0.00|05/11/2012||
3839|Charles Vrana & Son Construction Co.|November|12/12/2011|05/09/2011|750.00|REDUCED|0.00|05/22/2012||
3793|NE Grocery Industry Association, Inc.|October|11/10/2011|11/18/2011|200.00|REDUCED|0.00|12/22/2011||
3803|HG Klug Sons, Inc.|October|11/10/2011|03/01/2012|750.00|REDUCED|0.00|03/13/2012||
3810|Eletech, Inc.|August|09/12/2011|03/01/2012|750.00|RED/PAID|25.00|03/22/2012|03/22/2012|
3813|NE State AFL-CIO|August|09/12/2011|03/08/2012|750.00|REDUCED|0.00|03/22/2012||
3829|EC Blackwood Haven, Inc.|September|10/12/2010|05/03/2012|750.00|REDUCED|0.00|05/14/2012||
3840|Charles Vrana & Son Construction Co.|March|04/10/2012|05/09/2012|725.00|REDUCED|0.00|05/22/2012||
3846|Cass County Bank|April|05/10/2012|05/16/2012|150.00|REDUCED|0.00|06/06/2012||
3786|Coventry Health Care of Nebraska, Inc.|August|09/12/2011|10/19/2011|750.00|REDUCED|0.00|11/14/2011||
3788|DICON Corporation|October|11/10/2011|11/14/2011|100.00|REDUCED|0.00|11/30/2011||
3789|E & A Consulting Group, Inc.|October|11/10/2011|11/28/2011|450.00|REDUCED|0.00|01/04/2012||
3790|Great Plains Chrysler Dodge, Inc.|September|10/11/2011|11/22/2011|750.00|REDUCED|0.00|01/04/2012||
3800|Black Hills Energy|January|02/10/2012|02/14/2012|100.00|PAID|||03/13/2012|
3815|Concrete Walls, Inc.|February|03/10/2011|03/19/2011|750.00|PAID|||04/09/2012|
3798|Central Dental Group, PC|October|11/10/2012|01/20/2012|750.00|REDUCED|0.00|02/10/2012||
3816|Cox Communications|April|05/10/2011|03/06/2012|750.00|PAID|||04/17/2012|
3823|NE Gas Turbine, Inc.|August|09/12/2011|03/22/2012|750.00|REDUCED|0.00|04/06/2012||
3824|NE Gas Turbine, Inc.|February|03/12/2012|03/22/2012|250.00|RED/PAID|25.00|04/06/2012|04/06/2012|
3833|Husker Auto Group|May|06/10/2011|05/01/2012|750.00|REDUCED|0.00|05/14/2012||
3787|Coventry Health Care of Nebraska, Inc.|September|10/11/2011|10/19/2011|200.00|RED/PAID|25.00|11/14/2011|11/14/2011|
3794|Thiele Geotech, Inc.|October|11/10/2011|12/05/2011|625.00|RED/PAID|25.00|01/12/2012|01/12/2012|
3809|Eletech, Inc.|January|02/10/2011|03/01/2012|750.00|RED/PAID|0.00|03/22/2012||
3814|Cavanaugh Law Firm|November|12/12/2011|03/12/2011|750.00|REDUCED|0.00|03/28/2012||
3826|Clark Creative Group|January|02/10/2012|04/16/2012|750.00|REDUCED|0.00|05/08/2012||
3836|Kooper-Fellman, LTD|August|09/12/2011|05/04/2012|750.00|REDUCED|0.00|05/14/2012||
3837|Marathon Electric, Inc.|September|10/11/2011|04/24/2012|750.00|REDUCED|0.00|05/08/2012||
3848|Paradise Park, Inc.|March|04/10/2012|05/23/2012|750.00|REDUCED|0.00|06/26/2012||
3849|Plattsmouth State Bank|April|05/10/2012|05/16/2012|150.00|REDUCED|0.00|06/06/2012||
3850|Shelby Lumber Company, Inc.|April|05/10/2012|05/21/2012|275.00|REDUCED|0.00|06/26/2012||
3852|American Amusements Company|April|05/10/2012|05/24/2012|350.00|REDUCED|0.00|06/19/2012||
3854|Big Muddy Workshop, Inc.|October|11/10/2011|05/25/2012|750.00|RED/PAID|25.00|06/26/2012|06/25/2012|
3817|Designwear, Inc.|February|03/12/2012|03/19/2012|175.00|RED/PAID|25.00|04/09/2012|04/09/2012|
3818|Farm Credit Services of America|February|03/12/2012|03/20/2012|200.00|REDUCED|0.00|04/18/2012||
3819|Hofeling Enterprises, Inc.|October|11/10/2011|03/12/2012|750.00|REDUCED|0.00|03/28/2012||
3834|Kleinfelder Central, Inc.|November|12/10/2012|05/02/2012|750.00|REDUCED|0.00|05/14/2012||
3841|JEO Consulting|September|10/11/2011|05/07/2012|750.00|RED/PAID|25.00|07/05/2012|07/05/2012|
3843|Wilke Farms, Inc.|March|04/10/2012|05/11/2012|750.00|REDUCED|0.00|05/22/2012||
3844|Barry Larson & Son|October|11/10/2011|05/18/2011|750.00|REDUCED|0.00|06/06/2012||
3845|Burns & McDonnell|October|11/10/2011|05/15/2012|750.00|REDUCED|0.00|06/06/2012||
3847|FBG Service Corporation|June|07/11/2011|05/24/2012|750.00|REDUCED|0.00|06/26/2012||
3785|Swanson, Gentleman, Hart, Inc.|September|10/11/2011|10/27/2011|400.00|REDUCED|0.00|11/09/2011||
3811|NE Beef, LTD|March|04/11/2011|02/29/2012|750.00|REDUCED|0.00|03/19/2012||
3828|DLR Group, Inc.|October|11/10/2011|05/10/2012|750.00|PAID|||05/10/2012|
3832|Holland Basham Architects|January|11/10/2011|05/04/2012|750.00|REDUCED|0.00|05/14/2012||
3838|Omaha Title & Escrow, Inc.|March|04/10/2012|05/01/2012|525.00|REDUCED|0.00|05/14/2012||
3842|QC Supply|March|04/10/2012|05/09/2012|725.00|REDUCED|0.00|05/22/2012||
3853|American Heartland Insurance Agency, Inc.|April|05/10/2012|05/24/2012|350.00|REDUCED|0.00|06/19/2012||
3792|Millard Lumber|October|11/10/2011|11/30/2011|500.00|REDUCED|0.00|01/04/2012||
3799|Werner Enterprises, Inc.|October|11/10/2011|02/10/2012|750.00|REDUCED|0.00|02/17/2012||
3801|Omaha Truck Center, Inc.|November|12/12/2011|02/13/2012|750.00|REDUCED|0.00|02/27/2012||
3802|West Corporation|September|10/11/2011|02/14/2012|750.00|REDUCED|0.00|03/08/2012||
3804|Kelley & Jerram, PC|April|05/10/2011|03/02/2012|750.00|PAID|||03/27/2012|
3805|Kelley & Jerram, PC|December|01/10/2012|03/02/2012|750.00|PAID|||05/16/2012|
3806|Perry, Guthery, Haase & Gessford, PC, LLO|January|02/10/2012|03/02/2012|525.00|REDUCED|0.00|03/13/2012||
3812|NE Beef, LTD|August|09/12/2011|02/29/2012|750.00|RED/PAID|25.00|03/19/2012|03/09/2012|
3820|Legacy Insurance Services, Inc.|February|03/12/2012|03/21/2012|225.00|PAID|||04/06/2012|
3825|Carlson West Povondra Architects|October|11/10/2011|05/04/2012|750.00|RED/PAID|25.00|05/23/2012|05/23/2012|
3827|D.A. Davidson & Company|January|04/10/2012|04/18/2012|200.00|REDUCED|0.00|04/12/2012||
3830|Glass Edge of Lincoln, Inc.|March|04/10/2012|04/12/2012|50.00|REDUCED|0.00|05/08/2012||
3835|Kooper-Fellman, LTD|January|10/11/2011|05/04/2012|750.00|PAID|||07/11/2012|
3851|Van Deeb|August|09/12/2012|05/14/2012|750.00|REDUCED|0.00|06/06/2012||
3865|Gifford Realty, Inc|March|04/10/2012|06/12/2012|750.00|REDUCED|0.00|06/26/2012||
3866|Leeann Farms, Inc.|April|05/10/2012|05/30/2012|500.00|REDUCED|0.00|06/26/2012||
3867|NE State AFL-CIO|February|03/12/2012|06/01/2012|750.00|RED/PAID|25.00|06/28/2012|06/28/2012|
3880|Wooden Anesthesia PC|April|05/10/2012|07/09/2012|750.00|REDUCED|0.00|07/20/2012||
3888|Constructors Bonding, Inc.|July|08/10/2012|08/24/2012|350.00|REDUCED|0.00|09/04/2012||
3904|Gtech Corporation|March|04/10/2012|11/13/2012|750.00|PAID|||11/13/2012|
3908|AFLAC|August|09/10/2012|11/09/2012|750.00|PAID|||11/28/2012|
3915|PIC USA, Inc.|May|06/11/2012|11/15/2012|750.00|REDUCED|0.00|11/21/2012||
3920|Curtiss.org|July|08/10/2012|12/10/2012|750.00|REDUCED|0.00|12/21/2012||
3922|The James Skinner Company|August|09/10/2012|12/06/2012|750.00|REDUCED|0.00|12/14/2012||
3932|The Benefit Group|October|11/12/2012|02/04/2013|750.00|REDUCED|0.00|02/14/2013||
3945|JEO Consulting Group, Inc.|September|10/10/2012|02/19/2013|750.00|REDUCED|0.00|03/06/2013||
3953|Cedar Construction Company, Inc.|October|11/13/2012|03/06/2013|750.00|REDUCED|0.00|03/22/2013||
3965|Omaha State Bank|July|08/10/2012|03/18/2013|750.00|REDUCED|0.00|04/01/2013||
3972|Firstar Fiber, Inc.|February|03/11/2013|04/15/2013|750.00|REDUCED|0.00|05/02/2013||
3979|Mulhall's Nursery, Inc.|January|02/11/2013|04/01/2013|750.00|REDUCED|0.00|04/24/2013||
4024|3M Company|October|11/13/2013|06/25/2013|750.00|REDUCED|0.00|07/15/2013||
3983|WDD, Inc. dba Pella Products|January|11/13/2012|03/28/2013|750.00|REDUCED|0.00|04/17/2013||
3984|Sevenings Lawn & Landscape|February|03/11/2013|04/02/2013|550.00|REDUCED|0.00|04/15/2013||
3985|Slate Architecture|September|10/10/2012|04/17/2013|750.00|REDUCED|0.00|04/25/2013||
4035|Kabredlo's Property, Inc.|February|03/11/2013|07/08/2013|750.00|REDUCED|0.00|07/14/2013||
3996|Asbestos Workers Local #39|March|04/10/2013|04/30/2013|500.00|REDUCED|0.00|05/13/2013||
4005|Ron Romero Consulting, Inc.|January|04/10/2013|05/03/2013|575.00|RED/PAID|25.00|05/23/2013|05/23/2013|
4016|Housley Brothers, Inc.|April|05/10/2013|05/20/2013|250.00|REDUCED|0.00|05/31/2013||
4036|Lockwood Development|January|04/10/2013|07/05/2013|750.00|PAID|||07/05/2013|
4037|McNeil Industries, Inc.|May|06/10/2013|07/11/2013|750.00|RED/PAID|25.00|08/22/2013|08/22/2013|
4041|Union Pacific Railroad|January|09/10/2013|06/25/2013|750.00|PAID|||08/14/2013|
4044|Falcone Developers|May|06/10/2013|07/18/2013|750.00|REDUCED|0.00|07/29/2013||
4052|O'Brien Industries|May|06/11/2013|07/23/2013|750.00|REDUCED|0.00|08/09/2013||
4053|ConAgra Foods, Inc.|May|06/11/2013|07/09/2013|750.00|PAID|||08/27/2013|
4054|Dell Enterprises, Inc.|May|06/10/2013|08/07/2013|750.00|REDUCED|0.00|08/16/2013||
4060|Conklin Company, Inc.|July|08/12/2013|09/09/2013|700.00|REDUCED|0.00|09/30/2013||
4078|DLR Group, Inc.|September|10/10/2013|11/19/2013|750.00|PAID|||11/19/2013|
4062|L & L Custom Builders, Inc.|July|08/12/2013|08/28/2013|400.00|RED/PAID|25.00|09/19/2013|09/09/2013|
4064|NE Hospital Association|August|09/19/2013|09/12/2013|50.00|REDUCED|0.00|09/19/2013||
4069|Lamar Companies, The|January|10/10/2013|11/21/2013|750.00|REDUCED|0.00|12/09/2013||
4085|Cutchall Management Company|October|11/12/2013|12/28/2013|750.00|REDUCED|0.00|02/07/2014||
4089|Kester Brothers|January|01/10/2014|01/30/2014|500.00|REDUCED|0.00|02/21/2014||
4092|Lund Company Investment|September|10/10/2013|01/07/2014|750.00|RED/PAID|25.00|03/07/2014|03/03/2014|
4095|Pinnacle Bank (Lincoln)|December|01/10/2014|01/28/2014|450.00|PAID|||02/26/2014|
4106|Sono Farms, Inc.|November|12/10/2013|01/30/2014|750.00|REDUCED|0.00|02/19/2014||
4110|American Exchange Company|December|01/10/2014|01/29/2014|475.00|REDUCED|0.00|02/19/2014||
4115|NE State AFL-CIO|December|01/10/2014|01/16/2014|150.00|PAID|||03/05/2014|
4119|Clark Architects Collaborative|November|12/10/2013|02/03/2014|750.00|REDUCED|0.00|03/11/2014||
4121|Duncan Aviation|October|11/12/2013|02/11/2014|750.00|PAID|||04/07/2014|
4123|First State Bank Nebraska|November|12/10/2013|02/13/2014|750.00|REDUCED|0.00|03/04/2014||
4125|Fraternal Order of Police Lodge #8|December|01/10/2014|02/06/2014|675.00|PAID|||03/11/2014|
4129|McCoy International|December|01/10/2014|02/19/2014|750.00|REDUCED|0.00|02/28/2014||
4130|Murdoch Enterprises, Inc.|August|09/10/2014|01/23/2014|750.00|REDUCED|0.00|02/20/2014||
4133|Rent-A-Center Inc.|December|01/10/2013|02/19/2014|750.00|REDUCED|0.00|04/10/2014||
4139|Western Insurors of Nebraska|December|01/10/2014|02/03/2014|600.00|REDUCED|0.00|05/08/2014||
4143|Bison, Inc.|January|02/10/2014|03/04/2014|550.00|REDUCED|0.00|03/19/2014||
4144|Brock Law Offices PC, LLO|November|12/10/2013|02/25/2014|750.00|REDUCED|0.00|03/17/2014||
4157|L.P. Gill, Inc.|September|10/10/2013|03/04/2014|750.00|REDUCED|0.00|03/19/2014||
