Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
JOHN SPATZ FOR CITY COUNCIL (DISSOLVED)|06CAC01009|01/30/2007|12/30/2006|120|O|To the Governor Heineman Inaugural Com
JOHN SPATZ FOR CITY COUNCIL (DISSOLVED)|06CAC01009|01/30/2007|12/02/2006|116|O|US Postal Service
JOHN SPATZ FOR CITY COUNCIL (DISSOLVED)|06CAC01009|01/30/2007|11/30/2006|51.56|O|Best Buy Purchase
MCCOY FOR LEGISLATURE COMMITTEE(NOW-MCCOY FOR GOV)|07CAC01057|01/13/2009|12/31/2008|-1000|A|pledged - event cancelled not received
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|12/31/2008|1295.8|O|Partial return of cont. to Deborah Eurek
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|12/05/2008|.82|O|Bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|01/05/2009|11/03/2008|2.39|O|Bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/23/2008|10/02/2008|2.43|O|Bank Interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/07/2008|09/03/2008|2.51|O|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|10/07/2008|07/01/2008|.53|O|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|06/24/2008|06/06/2008|1.56|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|06/24/2008|05/05/2008|1.32|A|paypal credit
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|05/01/2008|04/28/2008|2.83|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|04/02/2008|5.97|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|03/03/2008|6.32|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|02/07/2008|4.81|A|bank interest
COMMITTEE TO ELECT EUREK FOR NE LEGISLATURE|07CAC01058|04/11/2008|02/07/2008|.2|A|paypal credit
TANYA COOK FOR LEGISLATURE|07CAC01061|02/01/2017|09/19/2016|1034.93|A|reimbursement from state for nbcsl conf
TANYA COOK FOR LEGISLATURE|07CAC01061|02/01/2017|02/12/2016|352.32|A|reimbursement for night lodging nbcsl
TANYA COOK FOR LEGISLATURE|07CAC01061|02/01/2017|05/09/2016|36.43|A|refund from lincoln journal star
TANYA COOK FOR LEGISLATURE|07CAC01061|02/01/2017|01/14/2016|500|A|scholarship from nbcsl conference 2015
TANYA COOK FOR LEGISLATURE|07CAC01061|02/01/2017|02/01/2016|750|A|speakers fee for participation in nbcsl
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|12/22/2015|550|A|refund from Carothers Consulting
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|09/22/2015|939.71|A|reimb. 3 fraudulent chargs
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|09/03/2015|112|A|Reim. 2 football tickets
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|09/03/2015|1838.4|A|reimb. campaign for xtra days at Hyatt
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|06/19/2015|556.62|A|Refund from Hotel Monaco
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2016|03/23/2015|1826.33|A|Reim. from State for NBCSL Conf.
TANYA COOK FOR LEGISLATURE|07CAC01061|02/02/2015|02/03/2014|100|A|refund from Omni Hotel, TX
TANYA COOK FOR LEGISLATURE|07CAC01061|01/15/2013|12/10/2012|100|O|return of deposit from miller park
TANYA COOK FOR LEGISLATURE|07CAC01061|10/30/2012|10/12/2012|595|A|refund from lamar advt.
TANYA COOK FOR LEGISLATURE|07CAC01061|10/11/2012|08/20/2012|171.06|O|refund from hotel -NCSL Conference
TANYA COOK FOR LEGISLATURE|07CAC01061|01/15/2013|11/15/2012|594.29|O|refund from unionist printing vote chase
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2014|12/14/2013|250|A|contribution returned pete festersen
TANYA COOK FOR LEGISLATURE|07CAC01061|02/02/2015|09/30/2014|520.68|A|Reimburse from NCSL Minneapolis
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2014|12/17/2013|63.09|A|refund from peabody hotel memphis tn
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2014|08/19/2013|204.28|A|refund from marriott hotel atlanta ga
TANYA COOK FOR LEGISLATURE|07CAC01061|10/30/2012|10/20/2012|951|A|reimb. from state for travel expense
TANYA COOK FOR LEGISLATURE|07CAC01061|02/02/2015|07/14/2014|255|A|Reimburse from NCSL Denver Conf.
TANYA COOK FOR LEGISLATURE|07CAC01061|02/03/2014|08/30/2013|15.99|A|purchase return nobbies omaha,ne
TANYA COOK FOR LEGISLATURE|07CAC01061|05/08/2012|04/20/2012|500|A|reimburse from various indv. for Girls
TANYA COOK FOR LEGISLATURE|07CAC01061|04/16/2012|01/01/2012|1000|A|ne dental pac
TANYA COOK FOR LEGISLATURE|07CAC01061|04/16/2012|01/01/2012|200|A|verizon corporation
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/30/2011|1300.78|O|State Reimb. Natl Black Caucus Conf. Exp
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/30/2011|1000|O|Scholarship for NCSL for conf. expenses
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|12/12/2011|6.69|O|refund from Hotel Monaco
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2012|01/03/2011|1000|O|2010 Contr. not deposition un 2011
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|03/31/2009|-300|A|return money to lyman-richey over limits
TANYA COOK FOR LEGISLATURE|07CAC01061|04/16/2012|01/01/2012|50|A|individual contribution
TANYA COOK FOR LEGISLATURE|07CAC01061|04/16/2012|01/01/2012|500|A|ne gpldc pac
TANYA COOK FOR LEGISLATURE|07CAC01061|04/15/2008|01/12/2008|-5.86|A|Adjusted for math errors
TANYA COOK FOR LEGISLATURE|07CAC01061|01/14/2009|12/20/2008|-600|O|Funds returned to NSEA -limit met
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/29/2010|130|O|reimb. from Cavanaugh Law for football t
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/02/2010|979.83|O|Reimb. from State for CSG Conference
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|11/02/2010|1001|O|Reimb. from State for NCSL conference
TANYA COOK FOR LEGISLATURE|07CAC01061|01/31/2011|08/21/2010|673.3|O|Reimbursement from Women in Govt
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|10/01/2009|283.8|O|Travel scholarship for attendance Confer
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|08/05/2009|1734.34|O|Reimbursement attendance-NCSL annual mee
TANYA COOK FOR LEGISLATURE|07CAC01061|01/14/2009|12/31/2008|-5.86|A|math error
TANYA COOK FOR LEGISLATURE|07CAC01061|10/28/2008|10/17/2008|100|O|Refund of Cleaning-fundraiser event
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|08/24/2009|859.41|O|Reimburesment from attendance-MLC meeing
TANYA COOK FOR LEGISLATURE|07CAC01061|01/29/2010|01/28/2009|100|O|Refund-rm rental
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|02/05/2019|07/05/2018|-1000|A|IN A THREE YEAR AUDIT, THE TREASURER FOUND A CHECK FOR 1000.00 WAS WRITTEN AND CASHED BUT THE BANK STATEMENT WAS LOST OR MISPLACED AND THE CORRESPONDING ENTRY PLUS 2.35 IN INTEREST WAS CORRECTED IN 2018. 
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|06/25/2012|06/19/2012|2.03|O|ENDING BALANCE IS OFF SLIGHTLY FROM CURRENT BANK BALANCE
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|01/19/2013|12/04/2012|-104|A|RETURNED CHECK
KATHY CAMPBELL FOR LEGISLATURE|07CAC01062|01/31/2012|12/31/2011|-217.25|A|AMOUNT IS ADJUSTMENT COVERED IN LETTER TO FOLLOW TO THE AUDITOR.
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|02/02/2017|09/20/2016|500|A|Refund from NGP VAN
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/29/2015|01/14/2014|10.84|A|REFUND FROM VENDOR
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/31/2014|01/02/2013|164|A|partial refund from lincoln journal star
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/31/2014|11/25/2013|29|A|refund for baggage fees during flight
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/29/2015|01/10/2014|130.8|A|REFUND FROM VENDOR
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/29/2015|12/31/2014|344.7|A|AIRFARE REIMBURSTMENT/ NEW DEAL LEADERS
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/31/2014|10/04/2013|6.79|A|refund for wireless access fee 
FRIENDS FOR HEATH MELLO (DISSOLVED 2016 INACTIVE)|07CAC01063|01/29/2015|11/07/2014|386.7|A|AIRFARE REIMBURSTMENT FOR NICD
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|01/13/2009|12/04/2008|-500|O|Campaign forgave an unpaid pledge
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|04/15/2008|11/22/2007|120|A|canditate fee ne stec of state
COMMITTEE TO ELECT CHRISTOPHER MOLES|08CAC01073|01/13/2009|12/03/2008|-500|O|Campaign forgave a unpaid pledge
KEN HAAR FOR LEGISLATURE|08CAC01089|01/13/2009|12/31/2008|-200|O|Calculation error correction
KEN HAAR FOR LEGISLATURE|08CAC01089|01/13/2009|10/21/2008|4|A|Return ck fee expenditure omitted 
KEN HAAR FOR LEGISLATURE|08CAC01089|10/06/2008|09/30/2008|1.05|A|adjustment-error from Post Primary
KEN HAAR FOR LEGISLATURE|08CAC01089|10/06/2008|09/04/2008|25|O|General Ledger-deposit error
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|05/05/2008|04/15/2008|35.01|A|check printing
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|05/05/2008|04/14/2008|37|A|bank charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|03/14/2008|10|A|bank charge (feb & March)
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|01/25/2008|25|A|bank charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|04/14/2008|01/15/2008|7|A|bank service charge
LAUTENBAUGH FOR LEGISLATURE|08CAC01096|10/06/2008|07/28/2008|3|A|bank service charge
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|.01|O|Expense check reported incorrect amount
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|46.45|O|Deposit made to cover check expense
RASMUSSEN FOR LEGISLATURE|08CAC01113|06/16/2008|06/12/2008|100|O|Cont. not reported on previous report
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|07/23/2009|01/01/2009|123.79|A|refund from media services
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|07/23/2009|10/01/2009|25|A|bank service fee
NEBRASKANS FOR BETTER ORAL HEALTH (DISSOLVED)|08BQC00208|07/23/2009|11/04/2009|3015.69|A|Contrib returned to NE Dental Assn.
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|02/12/2008|12/31/2007|13.95|A|interest earned
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|11/01/2006|10/17/2006|6.66|A|INTEREST EARNED
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|10/10/2006|09/18/2006|12.24|A|INTEREST EARNED
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|05/03/2006|04/15/2006|1.5|A|INTEREST EARNED
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|05/03/2006|04/06/2006|20|B|DONATED TO MATT TALBOT KITCHEN
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|01/17/2007|12/15/2006|3.12|A|INTEREST EARNED
SWANSON FOR LEGISLATURE (DISSOLVED 2008)|06CAC00812|01/17/2007|11/15/2006|4.29|A|INTEREST EARNED
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|01/16/2007|12/31/2006|7|A|ADJUSTMENT
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|01/16/2007|12/31/2006|-15.4|A|BANK SERVICE CHARGES
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|01/16/2007|12/31/2006|810|A|POST OFFICE
FAMILIES FOR AMENDMENT 5 (DISSOLVED)|06BQC00140|03/06/2008|12/30/2007|9|A|Bank Service Charges
REIBER FOR SHERIFF (DISSOLVED)|07CAC01011|05/05/2010|02/01/2010|690.53|A|carryover from last campaign
CONCERNED CITIZENS FOR RESPONSIBLE GOV. |07BQC00153|07/03/2007|05/18/2007|50|B|Cash deposited in night depository anony
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/08/2013|11/17/2012|.8|A|correction of math error 10-9-12
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/08/2009|.57|A|accounting error
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/07/2009|62|A|reissue check 1001
COMMITTEE TO ELECT TOM RICHARDS SARPY CO COMM|07CAC01044|01/11/2010|03/06/2009|62|A|Check 1001 was lost
YES ON 1 |07BQC00175|06/24/2008|06/22/2008|.11|O|never rescinded, it's a cash cont.
YES ON 1 |07BQC00175|06/24/2008|06/23/2008|80|O|this is a inkind cont. ck never cashed
CITIZENS FOR MARVIN|07CAC01043|01/12/2009|11/17/2008|270|O|Returned payment fm. vendor- cal. error
CITIZENS FOR MARVIN|07CAC01043|10/06/2008|09/30/2008|25|O|return Budde & Assoc. contribution
CITIZENS FOR MARVIN|07CAC01043|10/06/2008|09/30/2008|100|O|return avery for legislature contributio
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|12/31/2007|1000|A|contrib rec'd before formation of commit
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|05/28/2007|100|A| contrib rec'd before committee formatio
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|09/29/2007|-294.85|A|misc. expenditures
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|05/23/2007|400|A|deposit to open account
CITIZENS TO ELECT SCOTT PRICE|08CAC01118|04/14/2008|10/16/2007|200|A|contrib rec'd before formation of commit
KASCHKE FOR MAYOR|08CAC01086|04/14/2008|03/11/2008|233.75|A|2006 check never cashed, VOIDED
KASCHKE FOR MAYOR|08CAC01086|02/05/2008|01/01/2007|35000|O|loan balance from Legislative committee
KASCHKE FOR MAYOR|08CAC01086|01/14/2009|12/31/2008|100|A|city of north platte deposit returned
KASCHKE FOR MAYOR|08CAC01086|01/14/2009|12/31/2008|15|A|hoak media of ne - refund
KASCHKE FOR MAYOR|08CAC01086|02/05/2008|03/07/2007|2752.19|O|returned non individual contribution
KASCHKE FOR MAYOR|08CAC01086|06/25/2008|06/16/2008|60|A|Recd' refund ck from Hoak for overpymn
NORTH OMAHANS FOR DAVE NEWELL FOR LEGISLATURE(DISS|08CAC01100|12/31/2008|12/28/2008|15.12|A|Donated by treasurer to cover bank fees
LARRY BRADLEY FOR NRD (DISSOLVED)|08CAC01231|01/27/2011|12/31/2010|-2|O|Maintenance charge for account @ Bank
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|02/04/2013|09/21/2012|75000|O|Payment to Medavac and Suttle Reimburse
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|02/04/2013|12/31/2012|81.71|A|Interest from Checking Account
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|06/25/2013|05/04/2013|250|A|Refund of Deposit Facility Rent
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|03/05/2013|01/31/2013|10.31|A|interest from bank account
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|02/01/2012|12/03/2011|74.88|A|bank account interest earned
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|06/23/2009|04/29/2009|288.5|A|Rec'd deposit back from Mud
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|01/29/2009|12/08/2008|547.16|A|Rfd of overpayment/deposit-campaign even
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|02/02/2010|12/31/2009|.76|A|check writing error
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|03/10/2009|02/18/2009|50|A|return check benson neighborhood
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|03/10/2009|01/07/2009|250|A|return check city of omaha parks
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|01/29/2009|12/31/2008|1.1|A|Credit Allowance from First Nationa Bank
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|01/29/2009|12/16/2008|.5|A|Refund from Hilton Omaha counted-error
MAYORSUTTLE.COM (FKA JIM SUTTLE FOR OMAHA MAYOR)(D|08CAC01237|01/29/2009|12/15/2008|100|A|Return of check/void for support to DNC
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|02/01/2010|12/31/2009|2.26|A|bank interest
CITIZENS FOR QUALITY PARKS AND TRAILS|06BQC00128|02/01/2010|01/30/2009|20|A|sos biennial report fee
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|04/29/2010|04/26/2010|82.26|A|Reconciliation of campaign acct.
FRIEND FOR CLERK OF THE DISTRICT COURT|06CAC00817|01/10/2011|11/24/2010|50|A|50.00 REBATE ON COMPUTERS PREV. PERIODS
COMMITTEE TO ELECT MARGARET HORNADY MAYOR (DISSOLV|06CAC00819|12/27/2007|03/07/2007|67.93|O|Reimbursement of postage twas overpaid
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|01/18/2008|02/02/2007|332.88|A|Refund-security Deposit
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|06/19/2006|05/31/2006|126.84|O|Credit to Expenditures for Adv. refund
WALLMAN FOR LEGISLATURE (DISSOLVED)|06CAC00832|01/05/2007|11/30/2006|38|O|Exp credit -refund from NE Broadcasting
ED SCHROCK FOR NPPD BOARD 6 (DISSOLVED 2008)|06CAC00851|01/15/2008|01/01/2007|2159.76|O|Balance due Ed for mileage reimbursement
ED SCHROCK FOR NPPD BOARD 6 (DISSOLVED 2008)|06CAC00851|01/10/2007|11/29/2006|101.66|A|REFUND NE PRESS ADVERTISING
MARC KRAFT FOR LEGISLATURE (DISSOLVED)|06CAC00852|12/26/2007|12/24/2007|100|A| a $100.00 error on previous statement
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|09/12/2006|300|O|CONTRIBUTIONS NOT OVER $250
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|09/30/2006|59.72|O|HWY 77 CAFE RENTAL
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|09/30/2006|125|O|WYMORE COMMUNITY CENTER RENTAL
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|01/23/2007|11/13/2006|175|A|damage deposit returned
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|06/21/2006|05/24/2006|122.46|O|PAYMENT TO VALENTINO'S- ROOM & REFRESHME
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|09/26/2006|82.5|O|WYMORE ARBOR STATE AD
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|08/25/2006|115|O|AVERTISING ON RACE CAR
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|02/04/2008|05/01/2007|332.56|A|transfer to southview baptist church
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|09/30/2006|175|O|WYMORE CENTER DAMAGE DEPOSIT
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|10/10/2006|08/18/2006|150|O|CONTRIBUTION TO CHURCH
RITNOUR FOR GAGE COUNTY ATTORNEY (DISSOLVED)|06CAC00854|05/02/2006|04/13/2006|2000|O|CONTRIBUTION RETURNED NSF
FRIENDS FOR REX MOATS|07CAC01050|01/30/2017|01/30/2017|12.01|A|RECONCILING AMOUNT TO BANK STATEMENT.
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/23/2008|04/18/2007|14434.88|O|written off by Fieldworks
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|12/31/2006|565.12|A|Reduction in amount owed to Fieldworks
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|09/26/2006|40|A|Sale of supplies
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|09/06/2006|300|A|Sale of phone
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|08/28/2006|1640.54|A|Refund of printing charges
NEBRASKANS FOR LOCAL COMMUNITY AND TRIBAL SELF-REL|06BQC00131|01/29/2007|08/24/2006|138.73|A|Voided check
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|01/31/2007|12/31/2006|441.5|O|overstated previous expenditure
CITIZENS FOR LEXINGTON SCHOOLS|06BQC00132|01/31/2007|07/20/2006|200|O|refund from advertising
ROETHEMEYER FOR COUNTY COMMISSIONER (DISSOLVED)|06CAC00872|01/31/2008|03/02/2007|65|O|refund from advertising 
HAFER FOR LEGISLATURE (DISSOLVED)|06CAC00876|06/20/2006|05/03/2006|5|A|FUNDS TRANSFER FEE
HAFER FOR LEGISLATURE (DISSOLVED)|06CAC00876|06/20/2006|04/25/2006|1|A|MEMBERSHIP FEE FOR CREDIT  UNION
AMY LINDSAY FOR MUD BOARD (DISSOLVED)|06CAC00893|01/21/2011|12/31/2010|100|A|CONTRIBUTION NEVER CASHED IN
OWEN FOR COUNTY CLERK|06CAC00896|01/15/2008|01/02/2007|185.13|O|refund from ne broadcasting company
CHANG FOR LEARNING COMMUNITY COMMITTEE|08CAC01131|01/22/2013|12/31/2012|411.6|A|constant contract
JAYNE SNYDER FOR CITY COUNCIL|08CAC01321|01/25/2011|12/31/2010|-.03|A|calculation error adjustment
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|09/30/2006|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|06/20/2006|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|01/23/2008|10/01/2007|18.4|A|Bank Service Charges
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|08/25/2006|2.5|A|BANK SERVICE CHARGE
SENKBILE FOR LEGISLATURE COMMITTEE|06CAC00799|10/10/2006|07/21/2006|2.5|A|BANK SERVICE CHARGE
MCCOLLISTER FOR PSC|07CAC01064|01/13/2009|12/31/2008|450|A|check dated 5-16-08 450.00 never cashed
C-CARE (DISSOLVED)|06BQC00141|01/30/2008|12/03/2007|1|O|updated voter list
C-CARE (DISSOLVED)|06BQC00141|01/30/2008|10/24/2007|26|O|reimbursement for overpayment
WINTERER FOR STATE BOARD OF EDUCATION|07CAC01065|02/01/2008|12/31/2007|3560.63|O|transfer from Committee to Elect Kerry W
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|06/23/2008|04/29/2008|12.95|A|expenditures for check order
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/06/2008|09/19/2008|674.59|A|Correction to doubled Expenditure
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/06/2008|09/17/2008|-100|A|Refund to contributor
SUSAN SCOTT FOR LEGISLATURE (DISSOLVED)|07CAC01067|10/27/2008|10/08/2008|-500|A|returned NE Council of Machinists contri
FRIENDS FOR MARC KRAFT|08CAC01098|01/16/2017|12/31/2016|-169.92|A|Reconciliation with bank
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|05/06/2008|02/19/2008|10.25|A|bank checks for campaign
SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |08CAC01146|05/06/2008|03/05/2008|100|A|filing fee
DAUB FOR MAYOR 2009 |08CAC01150|06/23/2009|06/01/2009|20.53|O|purchased office supplies from campaign
DAUB FOR MAYOR 2009 |08CAC01150|06/23/2009|05/26/2009|21|O|postage stamp reimbursement
DAUB FOR MAYOR 2009 |08CAC01150|03/10/2009|01/14/2009|91.28|O|online processing fee refund
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/30/2010|391.88|O|Refund of overpayment on payroll taxes
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/30/2010|513.55|O|Vender uncashed check
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/27/2010|135.05|O|Refund for unused postage
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2010|01/15/2010|500|O|Rental Security deposit refund
DAUB FOR MAYOR 2009 |08CAC01150|02/02/2010|09/23/2009|1858.65|O|Refund from vender for media buys
DAUB FOR MAYOR 2009 |08CAC01150|02/02/2010|07/02/2009|428.5|O|Refund of bank charges
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2009|12/01/2008|952.5|O|Campaign Software Refund
DAUB FOR MAYOR 2009 |08CAC01150|02/03/2009|11/11/2008|82.05|O|Phone refund
BLUMENTHAL FOR CITY COUNCIL (DISSOLVED)|08CAC01186|01/14/2013|11/12/2013|652.36|A|transfer funds to original contribution
JACK HEIDEL FOR LEARNING COUNCIL (2008, DISSOLVED)|08CAC01187|01/06/2009|12/30/2008|8.9|A|checkbook out of balance adjustment
BARRY DEJONG FOR SCHOOL BOARD|08CAC01189|01/28/2011|01/01/2010|55.91|A|INTEREST ON 09 CD NOT ON 09 REPORT
COMMITTEE TO ELECT STEVE GUITTAR|06CAC00803|06/19/2006|04/25/2006|.26|A|DEPOSIT REFUNDED
CITIZENS FOR WESTSIDE COMMUNITY SCHOOLS (DISSOLVED|07BQC00180|06/16/2008|06/10/2008|.5|A|$.50 adjusted to cash bal. -deplete bal.
TRAVIS WAGNER FOR LEGISLATURE (DISSOLVED)|08CAC01082|01/22/2010|12/31/2009|60.13|A|Contribution to White for Congress
